what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036651591
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036675462
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1520036678577
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1520036683658
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1520036700326
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520036702979
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036709375
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036711296
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036711330
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036791661
executed,command,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.launchShortcut.run",1520036791712
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036795146
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036811458
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1520036813373
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520036834308
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1520036837334
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1520036852095
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1520036854239
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1520036856829
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1520036861671
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1520036862515
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520036870454
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1520036916616
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036920406
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036922224
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036922264
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036923720
executed,command,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.launchShortcut.run",1520036923884
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036930383
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036938043
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036938555
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036964902
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520036965759
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520037001479
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1520037056611
opened,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520037056898
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520037056936
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1520037062341
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520037077886
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1520037118100
opened,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520037118368
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520037118392
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1520037133559
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520037137130
closed,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520037137130
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1520037146534
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1520037152757
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1520037153778
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520037156425
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520037330779
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520037332645
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520037398780
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520037401464
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520037407554
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520037409675
executed,command,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.launchShortcut.run",1520037409752
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520037410403
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520037485225
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520037491451
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1520038273342
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520038275790
closed,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520038275790
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520038277480
closed,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1520038277480
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1520038279061
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1520038280761
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1520038282325
